student_name,branch,sem1_sub1_mark,sem1_sub2_mark,sem1_sub3_mark,sem1_sub4_mark,sem2_sub1_mark,sem2_sub2_mark,sem2_sub3_mark,sem2_sub4_mark,sem3_sub1_mark,sem3_sub2_mark,sem3_sub3_mark,sem3_sub4_mark,sem4_sub1_mark,sem4_sub2_mark,sem4_sub3_mark,sem4_sub4_mark,club_hours
Arjun Gupta,AIDS,74,70,55,53,65,67,87,55,60,51,51,87,71,58,65,95,94
Manav Yadav,MECH,60,93,52,79,53,83,58,64,63,80,58,73,66,66,99,76,97
Karan Singh,CIVIL,10,35,9,13,3,16,49,34,9,30,35,48,6,12,46,36,47
Kabir Verma,AIDS,93,76,63,50,68,95,77,58,51,56,55,73,65,95,86,88,99
Aniket Sinha,CIVIL,58,79,81,66,98,82,87,97,95,64,67,100,76,62,82,70,82
Aniket Patel,EEE,87,56,99,78,92,83,59,58,88,86,76,85,83,81,82,61,94
Akhil Verma,MECH,71,76,69,97,53,99,90,50,59,94,90,90,92,61,74,93,86
Atharva Singh,CSE,96,64,56,56,62,86,79,65,67,58,67,77,64,66,92,66,100
Mohit Sinha,MECH,63,70,91,67,54,98,61,52,71,77,91,57,61,81,83,55,99
Advait Bansal,EEE,48,7,34,45,41,46,1,36,5,9,15,0,35,16,31,25,54
Krish Tiwari,EEE,98,98,86,89,76,72,94,84,68,93,55,61,94,57,60,67,81
Abhinav Reddy,EEE,97,78,73,90,63,65,90,57,100,100,92,96,79,64,68,73,91
Krish Chopra,ECE,57,61,97,97,76,81,62,95,71,93,88,95,90,61,74,85,90
Rishi Gupta,EEE,78,100,75,85,88,51,86,65,62,66,70,91,52,77,57,65,82
Siddharth Singh,AIDS,67,85,58,59,78,80,91,79,66,78,71,72,69,69,98,89,97
Ishaan Kapoor,AIDS,88,59,81,50,87,77,70,68,85,50,58,64,77,66,51,88,88
Atharva Singh,EEE,30,22,24,25,8,39,3,25,2,47,18,27,30,32,35,4,55
Atharva Jha,MECH,79,82,89,92,59,87,77,85,55,98,92,83,52,79,84,92,86
Sahil Patel,ECE,77,86,74,58,50,83,59,63,63,90,65,97,72,71,63,99,83
Pranav Patel,MECH,92,64,95,88,84,84,89,57,54,58,51,81,52,50,68,64,93
Dhruv Patel,EEE,67,73,56,100,74,77,51,65,54,51,90,59,66,62,61,76,85
Tanish Jha,CSE,84,65,78,91,100,66,70,62,85,51,54,72,79,65,58,65,94
Akhil Deshmukh,CSE,54,98,85,52,68,87,90,70,72,98,81,69,72,96,80,68,98
Divyansh Sharma,EEE,29,19,44,41,42,5,24,47,2,19,11,11,45,25,21,23,20
Arjun Sinha,CSE,71,82,55,56,89,67,80,56,98,53,89,78,72,99,96,99,81
Atharva Singh,CSE,52,91,77,57,93,50,71,91,87,58,95,73,70,100,98,91,85
Rahul Deshmukh,CIVIL,66,75,72,92,58,59,76,67,67,62,79,53,90,97,54,77,89
Arjun Sharma,CIVIL,98,60,79,92,54,73,59,53,71,84,76,81,56,73,62,87,96
Aarush Tiwari,AIDS,67,99,56,90,64,87,55,89,80,95,68,64,76,72,55,63,86
Advait Bansal,CSE,83,83,60,91,93,92,89,51,73,61,90,84,91,73,55,62,82
Tanish Singh,ECE,42,30,42,41,14,25,35,42,25,20,44,37,16,22,43,34,9
Vedant Chopra,MECH,56,88,54,56,87,95,71,66,59,62,92,84,71,87,68,82,100
Abhinav Deshmukh,AIDS,98,74,92,56,84,64,74,84,53,95,77,99,52,80,94,70,85
Anirudh Yadav,CIVIL,73,51,64,94,52,79,98,70,94,88,68,65,52,71,52,83,93
Aditya Patel,CIVIL,74,60,53,84,71,99,50,70,54,91,51,72,95,56,79,57,85
Ishaan Gupta,EEE,78,92,100,97,66,55,85,66,55,70,57,99,96,65,92,95,86
Utkarsh Reddy,AIDS,92,92,83,98,52,89,78,81,62,97,66,52,84,90,77,55,85
Krish Mehra,AIDS,3,26,0,43,1,35,12,0,27,23,29,40,46,30,37,26,58
Anish Saxena,MECH,57,79,91,72,82,68,86,80,85,65,65,72,55,81,50,81,87
Aniket Sinha,ECE,79,94,73,79,81,54,64,83,62,87,90,58,98,100,78,58,98
Anish Patel,CSE,83,94,69,63,70,65,84,68,51,98,64,72,96,84,94,66,87
Shreyas Agarwal,MECH,86,76,65,70,77,86,60,83,87,94,72,94,95,83,86,57,84
Atharva Jha,CSE,98,79,85,77,85,97,92,51,87,50,67,85,89,53,97,100,93
Vikram Patel,EEE,98,100,53,82,74,96,85,78,58,51,59,97,98,87,64,71,91
Kabir Yadav,CSE,23,0,28,32,28,33,25,46,41,48,11,46,36,20,10,40,4
Sahil Bansal,MECH,50,85,83,59,62,82,83,87,65,54,75,76,100,76,66,88,88
Karan Bansal,EEE,88,51,69,71,70,56,66,67,59,64,86,71,69,93,68,92,83
Shivam Sharma,AIDS,59,74,73,68,50,64,53,89,79,59,95,55,67,77,66,85,93
Rahul Singh,EEE,65,94,66,70,62,53,93,84,100,97,56,84,100,64,75,78,99
Mohit Patel,CIVIL,88,93,55,89,56,50,52,81,70,82,78,92,86,91,61,74,86
Dhruv Varma,CSE,57,51,51,97,66,100,69,75,56,72,66,93,52,62,61,62,94
Rahul Singh,CIVIL,16,24,12,34,43,45,39,2,14,4,8,15,14,30,40,17,12
Sahil Deshmukh,CSE,63,82,76,59,87,91,59,68,71,74,93,56,71,52,80,70,93
Manav Varma,MECH,62,99,56,94,53,73,84,52,52,77,65,82,92,80,60,70,89
Samarth Jha,MECH,74,100,87,87,75,87,81,92,93,79,84,91,69,71,73,73,87
Aarav Chopra,CSE,69,71,53,59,87,78,54,63,61,63,72,72,55,84,90,100,96
Surya Patel,CSE,92,50,78,100,66,55,53,64,66,84,65,63,85,52,72,100,97
Abhinav Verma,AIDS,61,64,84,77,96,77,60,50,52,98,62,84,58,56,55,82,96
Pranav Yadav,CSE,25,8,23,13,10,12,20,43,33,44,24,17,24,12,21,36,42
Akhil Saxena,MECH,92,76,96,50,93,52,66,97,88,59,89,92,50,76,51,93,84
Krish Kapoor,EEE,76,85,53,77,77,59,76,84,64,73,64,83,70,77,99,58,90
Aarush Sharma,AIDS,77,71,73,92,52,73,73,100,100,65,59,77,75,86,82,87,87
Siddharth Patel,CIVIL,67,72,78,84,62,74,61,80,89,55,50,74,87,88,76,98,86
Advait Saxena,CSE,71,73,61,97,74,59,88,91,87,80,91,93,97,91,63,84,100
Anirudh Saxena,CIVIL,53,78,56,88,76,89,79,51,74,51,69,90,76,94,78,85,80
Mohit Gupta,ECE,22,2,26,42,42,47,37,1,44,7,19,42,26,33,32,34,20
Rishi Mehra,MECH,79,84,72,94,62,99,82,56,60,91,76,59,71,55,87,63,96
Mayank Agarwal,AIDS,89,63,52,72,91,65,95,76,88,83,68,76,54,83,83,65,95
Rahul Varma,ECE,86,51,81,77,68,53,71,85,99,52,60,82,51,81,91,57,96
Kabir Deshmukh,AIDS,91,87,74,99,87,68,63,91,60,52,80,84,56,95,90,90,96
Shivam Bansal,CIVIL,76,66,99,88,96,65,97,91,75,89,94,59,83,75,91,99,88
Kabir Patel,CSE,55,67,96,69,66,64,95,73,63,68,52,95,78,87,50,56,95
Raj Tiwari,MECH,23,39,27,19,19,4,40,15,32,16,29,33,17,30,5,48,36
Vedant Deshmukh,MECH,93,99,53,59,93,59,91,62,56,77,64,63,72,54,82,61,97
Anish Singh,EEE,76,80,92,59,59,68,69,58,65,66,55,72,91,54,51,99,95
Ishaan Varma,ECE,74,89,98,57,96,96,51,74,64,80,53,56,79,73,56,54,80
Ankur Yadav,AIDS,74,65,90,82,79,50,68,57,83,56,71,75,83,96,91,99,89
Samarth Kapoor,CIVIL,77,100,65,50,58,96,67,68,60,85,84,99,84,88,100,71,95
Aarav Yadav,CSE,76,55,56,100,67,86,67,82,80,78,80,61,85,95,82,81,91
Sahil Mehra,MECH,2,33,49,24,37,25,9,46,47,15,2,39,48,46,37,15,50
Aditya Deshmukh,CIVIL,50,78,58,57,57,91,97,98,91,53,70,73,95,100,62,68,89
Ayush Mehra,MECH,100,81,72,87,59,83,93,73,91,72,98,76,79,67,85,50,85
Utkarsh Varma,ECE,97,55,65,64,75,75,68,79,53,93,94,75,82,74,98,74,87
Utkarsh Agarwal,MECH,79,74,82,75,52,67,76,83,75,85,72,58,84,88,90,93,91
Aarav Chopra,CSE,79,89,78,72,80,78,72,69,65,63,64,73,66,99,91,59,89
Aniket Gupta,CSE,96,96,92,96,60,61,64,94,77,84,98,98,78,62,79,79,93
Vedant Saxena,MECH,47,20,25,17,9,34,3,11,46,18,25,43,2,43,9,44,78
Harsh Bansal,EEE,86,59,99,99,91,77,65,50,100,79,76,91,86,100,85,95,82
Aarav Sharma,EEE,76,58,56,53,63,55,98,52,70,68,66,100,57,58,50,71,98
Sahil Saxena,AIDS,85,98,82,61,65,74,59,50,81,76,81,94,63,51,87,52,91
Atharva Singh,MECH,61,67,54,69,54,69,76,69,75,65,62,50,100,60,75,50,100
Divyansh Reddy,MECH,86,89,66,86,92,55,51,72,57,91,80,67,85,89,71,94,99
Rohan Bansal,AIDS,89,98,61,74,89,74,69,53,59,60,98,61,95,60,78,97,81
Raj Chopra,EEE,30,5,47,13,28,30,13,27,47,41,29,22,38,40,18,15,4
Aryan Saxena,EEE,76,87,64,80,61,98,88,54,100,50,51,96,60,53,80,63,96
Aman Varma,MECH,81,89,54,58,88,53,90,93,90,75,65,62,50,56,96,74,86
Advait Mehra,CIVIL,79,73,92,52,89,77,84,68,97,92,55,95,94,99,59,91,88
Vikram Varma,MECH,55,98,59,58,94,64,67,63,78,94,91,100,51,85,96,79,100
Rohan Sinha,AIDS,98,54,71,71,81,70,81,63,56,58,72,89,98,55,50,69,95
Ayush Bansal,ECE,56,88,62,93,75,91,65,67,86,99,58,75,89,100,55,56,81
Siddharth Patel,EEE,37,32,44,39,33,36,4,21,35,15,7,17,12,13,49,40,29
Akhil Agarwal,MECH,77,85,79,71,65,82,69,72,66,62,57,53,58,60,60,56,82
Aniket Tiwari,EEE,55,100,61,51,90,68,69,73,99,93,97,94,83,55,86,51,80
Mayank Verma,MECH,55,68,86,76,74,58,87,56,76,73,60,96,95,53,50,50,97
Ayush Yadav,ECE,59,70,86,82,96,57,88,84,52,72,50,92,61,85,60,74,95
Aarav Tiwari,ECE,74,75,51,73,87,89,76,59,100,51,66,68,90,90,63,72,93
Dhruv Varma,CIVIL,73,97,90,94,57,70,66,86,81,99,72,99,98,87,80,61,88
Sahil Tiwari,MECH,41,36,23,7,33,12,14,19,3,6,44,40,28,14,20,44,17
Yash Jha,CIVIL,66,60,53,83,51,50,99,71,94,56,79,51,86,62,81,83,85
Tanish Sharma,AIDS,90,53,57,62,55,88,68,52,51,96,90,90,89,77,87,59,91
Yash Jha,CSE,54,70,97,52,94,85,65,71,53,52,65,67,98,63,88,66,93
Pranav Varma,EEE,97,78,97,60,99,92,85,98,83,99,53,80,76,50,82,89,84
Rishi Mehra,EEE,82,66,51,75,72,97,83,51,50,98,78,51,100,87,96,84,99
Atharva Agarwal,ECE,52,79,94,60,85,82,88,69,84,78,54,84,86,63,82,94,89
Manav Patel,MECH,13,7,33,21,6,20,33,0,37,39,15,25,16,40,17,36,5
Ishaan Patel,EEE,68,86,77,69,67,51,72,78,55,81,88,50,61,85,59,87,89
Harsh Gupta,AIDS,75,79,58,94,66,57,93,78,81,88,83,97,56,68,55,70,80
Arjun Kapoor,CIVIL,58,90,97,64,86,52,73,65,80,94,76,72,75,91,99,82,83
Samarth Reddy,AIDS,52,90,89,87,70,96,86,95,84,66,62,80,82,96,52,70,84
Rishi Chopra,MECH,82,65,55,87,88,81,59,67,98,68,65,99,67,84,52,83,92
Advait Sharma,EEE,65,54,59,74,94,93,78,54,61,65,55,61,100,67,81,94,90
Surya Gupta,AIDS,37,34,16,2,40,19,20,17,3,16,42,45,26,2,1,29,75
Divyansh Tiwari,ECE,97,88,78,86,56,64,85,83,74,78,100,70,69,53,62,86,88
Vedant Sinha,MECH,64,64,50,51,92,100,97,72,78,66,96,64,76,68,66,69,90
Aarav Singh,EEE,71,51,75,66,72,88,87,74,99,54,57,97,81,99,78,54,83
Ankur Gupta,CIVIL,94,79,77,78,84,83,69,79,61,63,64,64,82,55,53,95,87
Samarth Mehra,AIDS,79,93,54,73,53,85,62,62,94,93,58,74,76,67,82,96,91
Aniket Sinha,CSE,62,87,97,69,70,98,51,76,89,91,68,57,50,69,56,99,82
Kabir Mehra,AIDS,15,28,14,22,29,15,9,5,40,5,48,7,42,33,3,8,27
Vedant Deshmukh,MECH,78,79,76,55,69,65,72,82,98,82,99,71,85,92,55,85,93
Siddharth Yadav,CIVIL,90,62,75,72,79,62,64,74,97,52,79,86,97,64,68,88,88
Abhinav Bansal,EEE,52,85,63,61,77,70,80,89,89,77,89,71,78,90,94,70,82
Vikram Jha,AIDS,82,94,70,50,62,69,52,92,95,70,61,62,52,91,62,99,95
Mayank Sinha,EEE,84,99,86,52,87,83,67,78,77,92,72,99,70,70,50,66,92
Rahul Jha,MECH,95,51,86,94,57,53,90,58,53,83,95,83,59,66,71,96,82
Divyansh Saxena,EEE,40,41,46,30,26,46,25,12,8,30,20,1,27,32,8,49,17
Kabir Verma,AIDS,75,99,94,72,82,69,95,68,71,96,83,99,66,66,84,91,87
Kabir Deshmukh,MECH,62,86,81,88,97,88,61,57,63,86,67,50,53,61,93,73,84
Rohan Bansal,AIDS,88,54,78,55,77,75,72,70,93,92,98,58,82,53,86,76,99
Ankur Sharma,ECE,93,88,95,64,95,87,62,55,75,80,68,68,88,56,86,87,89
Anish Yadav,CSE,88,51,76,66,81,69,90,67,79,71,85,87,93,79,59,79,87
Aarav Verma,CSE,94,68,65,81,96,85,72,85,63,67,93,88,93,56,70,72,97
Nikhil Jha,EEE,25,21,44,49,35,16,47,15,32,18,43,41,43,19,14,46,28
Yash Varma,MECH,63,100,67,66,88,57,66,89,94,69,84,84,96,56,61,69,84
Dhruv Jha,EEE,87,50,90,56,76,92,55,95,51,80,85,73,83,83,81,51,99
Shreyas Saxena,MECH,53,81,66,82,66,74,53,55,86,72,51,96,84,64,61,63,87
Abhinav Gupta,CSE,61,87,79,62,68,95,74,92,76,86,94,63,54,97,100,88,100
Rahul Singh,ECE,84,57,87,86,88,99,79,50,97,56,59,63,52,96,86,53,81
Atharva Yadav,EEE,98,72,57,52,84,71,80,62,62,87,71,96,53,77,78,75,94
Sahil Tiwari,CIVIL,13,12,6,20,29,43,33,14,6,4,18,4,5,2,35,12,33
Siddharth Varma,AIDS,81,85,94,78,56,56,73,74,99,79,55,97,64,84,86,54,96
Aarav Deshmukh,CIVIL,70,96,81,86,76,92,58,88,66,80,67,70,72,91,91,60,81
Aditya Sharma,AIDS,99,94,100,91,69,56,68,90,69,95,58,84,80,85,62,91,81
Pranav Sinha,EEE,81,92,81,53,89,64,94,84,60,61,71,54,92,68,60,59,98
Aryan Chopra,ECE,72,98,60,99,91,92,61,72,91,74,80,81,74,84,98,51,94
Shreyas Kapoor,AIDS,61,72,56,52,92,58,51,57,88,82,94,98,87,86,59,85,87
Raj Bansal,EEE,17,2,45,13,33,23,10,39,48,20,12,37,7,31,8,0,17
Ayush Varma,EEE,100,52,88,71,83,71,57,67,64,57,95,75,92,52,71,93,97
Nikhil Saxena,EEE,98,93,58,80,63,89,96,94,95,63,79,54,57,69,80,52,80
Ayush Kapoor,AIDS,56,88,79,67,51,99,93,100,60,100,65,75,91,72,60,88,87
Vedant Bansal,AIDS,81,70,68,64,79,91,80,95,83,78,53,75,92,62,59,51,94
Vedant Sinha,MECH,98,83,76,96,93,72,75,65,98,83,62,60,84,88,73,95,85
Dhruv Deshmukh,AIDS,96,97,78,54,53,66,55,72,75,70,65,71,60,71,87,64,82
Aman Deshmukh,CIVIL,7,20,36,4,37,2,26,45,9,17,41,47,18,1,9,15,52
Dhruv Kapoor,AIDS,94,68,51,97,77,74,67,51,55,97,75,86,71,58,81,72,97
Karan Singh,MECH,68,94,78,75,86,85,54,61,92,61,72,69,50,66,60,92,80
Vikram Singh,MECH,61,89,83,57,70,66,55,50,91,76,50,90,58,51,53,63,90
Raj Reddy,AIDS,84,75,52,60,51,62,71,83,90,76,67,57,97,65,62,98,96
Pranav Verma,MECH,82,74,67,64,85,60,61,78,82,99,57,73,60,87,58,96,88
Dhruv Jha,CIVIL,55,53,76,86,59,59,74,63,70,83,66,81,90,96,82,73,81
Rahul Reddy,ECE,22,24,13,14,30,10,49,35,12,33,42,39,7,39,2,23,41
Abhinav Jha,EEE,88,62,88,60,69,63,54,84,68,69,81,73,55,91,69,66,89
Ankur Saxena,ECE,74,71,74,91,53,78,60,73,77,98,58,52,94,58,67,82,85
Akhil Verma,EEE,66,63,95,74,55,93,78,66,66,51,100,89,77,100,78,84,87
Ankur Deshmukh,AIDS,69,83,74,94,90,90,62,58,80,54,100,100,76,88,85,65,94
Akhil Kapoor,EEE,56,58,77,59,74,66,96,70,83,85,71,85,63,64,77,68,99
Siddharth Chopra,AIDS,92,93,51,75,52,98,53,68,80,54,74,97,84,84,87,97,89
Divyansh Mehra,MECH,11,25,34,39,22,4,47,8,23,46,2,28,28,0,7,7,9
Aarav Gupta,EEE,59,83,95,54,62,74,69,67,68,82,97,86,91,95,89,82,86
Aryan Reddy,CSE,77,79,56,65,84,72,98,97,75,99,80,91,98,70,87,57,90
Aman Mehra,CIVIL,56,88,52,94,57,100,65,97,52,76,82,50,94,53,86,55,87
Tanish Jha,AIDS,78,92,81,53,53,83,96,95,63,80,85,78,80,88,83,70,89
Manav Bansal,CIVIL,94,77,66,61,90,80,100,66,90,90,97,72,76,67,70,64,93
Ankur Kapoor,CSE,98,74,59,80,83,57,57,92,100,71,100,92,96,63,62,52,96
Ayush Kapoor,AIDS,10,44,18,8,16,11,12,17,38,29,9,28,3,2,4,34,19
Harsh Varma,ECE,66,70,57,83,68,79,97,62,71,51,83,85,62,70,70,86,81
Ishaan Reddy,EEE,71,90,69,96,87,77,79,52,74,65,84,77,61,55,62,88,85
Siddharth Sinha,AIDS,51,99,92,83,64,92,60,69,54,77,85,88,88,63,72,82,93
Atharva Jha,MECH,84,61,90,82,59,65,82,78,75,64,58,82,62,50,93,55,92
Dhruv Deshmukh,CIVIL,86,57,50,56,56,52,83,91,58,99,52,71,72,74,79,52,91
Shreyas Singh,ECE,99,74,71,62,80,100,99,89,86,96,91,82,69,72,99,93,82
Rahul Verma,CSE,17,16,28,11,40,3,31,8,31,2,27,40,48,8,26,39,68
Anish Reddy,CSE,54,55,88,51,72,80,99,86,72,100,70,61,72,54,72,83,98
Shreyas Patel,MECH,72,95,85,53,76,92,87,95,70,64,98,83,70,96,63,62,91
Surya Sharma,AIDS,55,67,76,58,93,93,62,62,80,68,54,71,88,89,51,52,98
Ansh Kapoor,CSE,67,50,52,100,100,57,70,58,81,89,79,72,75,50,67,81,86
Shivam Verma,ECE,53,79,71,77,59,77,66,98,98,74,73,99,66,95,100,72,96
Siddharth Yadav,CIVIL,72,61,90,68,67,78,77,66,93,53,75,73,56,50,85,81,90
Raj Saxena,CSE,15,3,8,49,47,44,30,13,33,28,23,30,43,0,24,45,5
Anish Kapoor,CIVIL,81,59,99,97,98,71,53,57,70,86,73,70,57,86,52,81,99
Utkarsh Saxena,CIVIL,88,65,80,95,67,71,95,82,92,83,53,53,94,72,64,82,80
Ansh Saxena,MECH,70,98,78,76,99,89,94,50,56,50,84,82,96,97,96,70,83
Divyansh Patel,CIVIL,100,97,76,74,75,58,99,94,56,59,53,69,80,87,59,87,94
Rishi Sharma,CIVIL,73,59,83,86,50,77,51,96,50,64,65,84,82,90,50,92,84
Ankur Singh,CIVIL,51,85,72,60,65,84,50,80,58,92,91,85,76,69,84,60,99
Shreyas Agarwal,CIVIL,30,10,23,8,16,2,2,19,24,47,10,6,2,13,1,40,37
Divyansh Mehra,CIVIL,100,87,84,52,76,91,75,92,98,74,67,51,74,63,94,99,95
Mayank Bansal,ECE,76,94,74,80,64,57,51,98,51,64,68,96,57,88,54,94,90
Manav Gupta,ECE,57,88,79,75,77,60,66,70,95,100,57,60,76,60,59,67,95
Dhruv Mehra,EEE,81,50,50,97,98,88,66,76,75,66,61,93,73,56,79,56,94
Sahil Varma,EEE,63,55,88,52,70,88,73,100,90,84,75,92,55,58,51,71,100
Pranav Bansal,AIDS,73,88,61,89,90,52,56,59,98,70,85,72,51,84,70,63,96
Samarth Reddy,MECH,37,44,32,9,40,41,38,5,21,23,20,11,13,34,0,16,58
Siddharth Gupta,EEE,92,99,54,68,89,68,89,78,78,77,96,61,54,88,75,67,94
Ishaan Singh,CSE,85,97,99,57,56,65,80,70,55,100,92,73,92,83,75,57,81
Divyansh Patel,EEE,97,93,56,60,63,50,61,59,83,61,78,91,98,71,93,81,96
Tanish Verma,ECE,75,53,100,50,52,83,61,52,77,63,60,50,98,92,77,54,98
Rohan Saxena,AIDS,77,65,80,87,97,58,71,70,59,66,89,64,64,94,54,96,93
Rahul Kapoor,CIVIL,86,52,79,69,99,71,52,56,58,64,86,76,73,58,59,91,87
Advait Gupta,MECH,17,21,48,18,24,39,5,41,12,15,42,45,49,15,0,39,28
Ayush Sharma,EEE,68,71,89,90,87,51,65,59,98,56,79,100,69,55,84,90,95
Surya Verma,CSE,69,58,64,90,98,69,67,63,79,74,76,76,72,58,69,94,99
Akhil Jha,CSE,51,96,64,96,72,53,55,78,87,74,80,84,76,92,51,100,91
Akhil Varma,EEE,67,76,75,98,73,63,52,76,67,50,77,78,74,78,71,88,90
Abhinav Saxena,MECH,63,57,82,60,94,50,81,86,61,93,92,80,77,65,80,65,94
Anirudh Bansal,AIDS,87,73,53,85,79,94,52,68,85,53,91,62,64,99,97,88,94
Harsh Deshmukh,CIVIL,10,46,39,32,15,32,45,19,19,48,36,21,15,11,35,44,7
Manav Singh,ECE,64,81,68,97,99,50,85,59,58,71,55,53,50,77,85,98,98
Aryan Tiwari,CIVIL,89,57,50,74,60,95,57,53,54,77,61,52,98,58,84,89,91
Aryan Saxena,CIVIL,87,63,72,53,77,79,63,84,97,74,87,97,64,83,77,87,89
Samarth Gupta,CIVIL,90,77,81,88,78,68,66,59,57,98,88,83,88,51,87,61,84
Raj Tiwari,AIDS,76,68,50,98,97,56,78,57,56,95,70,74,61,65,91,97,80
Atharva Kapoor,CIVIL,72,52,57,72,70,83,60,78,91,51,60,50,71,90,57,60,97
Ayush Agarwal,ECE,40,29,29,14,35,0,31,42,13,45,20,28,13,17,5,2,53
Aman Gupta,CSE,64,93,92,65,98,63,67,60,95,97,98,71,71,53,50,67,99
Raj Saxena,CSE,55,69,96,59,51,84,60,57,55,66,90,95,98,72,53,92,89
Siddharth Sharma,AIDS,50,68,65,73,96,55,76,63,62,53,70,91,88,92,72,93,100
Karan Sinha,CIVIL,71,68,98,50,85,90,58,76,59,63,67,67,65,68,99,72,82
Aarav Varma,EEE,52,96,51,88,86,71,62,51,82,51,84,59,84,96,75,100,82
Manav Yadav,CSE,99,59,78,100,66,84,55,84,70,65,66,78,58,72,62,53,96
Ishaan Deshmukh,CSE,11,11,1,32,30,18,1,28,43,36,42,20,36,7,1,13,31
Abhinav Chopra,CIVIL,57,98,64,55,96,63,63,56,93,98,85,62,62,90,52,83,82
Mayank Saxena,CIVIL,54,94,51,90,50,87,100,86,60,66,84,68,51,71,84,77,92
Atharva Sinha,AIDS,81,67,62,62,93,60,88,68,78,87,73,51,84,63,77,90,98
Divyansh Agarwal,EEE,92,67,69,50,82,77,59,91,90,66,53,83,93,69,65,99,83
Mayank Yadav,CSE,69,54,68,82,72,91,96,84,86,86,69,61,82,50,50,96,89
Vedant Yadav,MECH,75,92,50,89,62,83,76,62,87,91,53,90,92,68,96,82,84
Harsh Jha,MECH,16,6,40,4,35,10,46,43,47,15,33,11,11,39,30,19,58
Ankur Sharma,CSE,75,95,72,55,72,91,50,76,92,82,73,81,90,86,93,51,84
Samarth Gupta,MECH,90,57,91,74,77,68,56,80,82,73,65,61,53,71,67,95,91
Rishi Agarwal,ECE,51,92,87,90,86,57,100,83,59,89,100,59,57,99,73,97,88
Sahil Bansal,CIVIL,71,88,82,95,98,82,58,66,89,85,57,57,90,52,82,85,84
Vikram Deshmukh,ECE,50,58,91,67,51,95,93,62,70,59,80,80,77,92,51,54,99
Yash Sharma,ECE,61,73,81,81,62,58,96,98,85,75,91,76,64,83,70,94,99
Utkarsh Bansal,CIVIL,37,27,17,10,19,0,34,24,19,31,28,4,43,47,22,13,2
Divyansh Bansal,AIDS,82,72,99,71,93,71,65,57,96,64,92,54,92,97,84,64,94
Karan Gupta,CSE,69,52,72,96,92,63,56,61,99,67,93,76,52,77,57,98,96
Samarth Patel,AIDS,56,74,83,71,94,58,89,80,93,95,81,71,94,87,60,67,88
Rishi Chopra,CIVIL,69,86,90,92,78,64,74,93,55,58,53,78,61,87,74,53,93
Shivam Patel,CSE,56,96,71,99,70,63,100,79,89,95,81,76,62,89,80,83,97
Mohit Chopra,AIDS,53,70,94,66,98,73,50,66,68,90,63,55,82,61,75,90,98
Atharva Saxena,AIDS,12,22,15,35,38,3,25,7,9,44,6,37,33,4,12,18,18
Aarav Jha,MECH,53,55,51,80,88,91,81,59,62,90,60,79,98,50,55,67,99
Ayush Agarwal,MECH,72,66,80,99,69,96,72,92,66,59,66,72,82,97,97,66,80
Shivam Patel,AIDS,79,60,63,78,90,71,69,71,82,56,50,62,67,51,81,88,96
Dhruv Verma,MECH,77,97,64,58,95,51,83,95,53,52,96,93,83,92,90,57,93
Rohan Patel,CIVIL,91,67,83,68,78,70,90,82,90,63,96,83,60,88,63,75,95
Divyansh Gupta,MECH,95,79,67,91,80,98,50,96,91,66,65,87,79,88,81,54,92
Ayush Sinha,AIDS,35,20,5,29,41,47,15,12,38,9,23,45,32,1,23,28,77
Akhil Sharma,EEE,84,97,74,71,72,64,93,51,75,97,82,89,59,71,75,51,85
Aarav Patel,AIDS,61,93,93,50,92,92,54,91,52,86,64,62,58,76,50,57,80
Tanish Varma,AIDS,92,99,83,66,96,97,52,55,63,67,76,72,60,53,81,82,90
Mohit Tiwari,EEE,80,59,98,66,78,61,61,60,69,55,86,52,64,93,62,98,87
Aryan Varma,MECH,64,58,72,54,60,77,83,70,54,97,63,82,50,68,65,97,86
Anish Bansal,ECE,83,80,71,57,91,87,73,81,68,53,82,52,70,63,66,73,80
Pranav Sharma,CSE,31,39,31,21,18,40,44,35,26,46,17,11,41,19,33,35,42
Ayush Varma,CIVIL,54,71,74,98,64,84,95,96,92,93,69,69,75,79,79,81,99
Rahul Kapoor,AIDS,77,82,55,91,67,83,75,76,93,64,67,75,88,52,56,59,85
Harsh Saxena,CIVIL,63,85,50,100,79,57,68,84,74,61,95,97,50,56,55,62,95
Advait Singh,ECE,95,66,58,67,81,96,81,66,50,66,77,53,91,58,53,69,94
Aman Tiwari,AIDS,97,89,91,60,100,81,81,91,60,59,87,52,83,97,56,76,99
Rahul Reddy,EEE,56,60,51,94,76,64,82,90,62,51,82,96,75,57,80,96,80
Vedant Reddy,EEE,3,31,14,9,34,29,11,2,43,11,10,40,10,47,30,2,8
Rohan Chopra,MECH,71,68,60,79,83,66,79,78,94,61,59,72,60,77,54,61,95
Ansh Sharma,AIDS,94,58,81,74,80,65,50,51,56,61,92,98,76,63,76,66,90
Divyansh Gupta,ECE,90,85,86,65,85,57,95,53,61,95,99,55,73,50,66,51,86
Siddharth Singh,AIDS,63,68,52,78,53,60,93,72,64,73,75,100,100,85,55,52,92
Rishi Singh,EEE,67,100,70,88,92,82,54,57,62,69,63,90,89,82,68,80,84
Aarav Agarwal,MECH,52,92,81,73,81,98,96,72,78,85,89,84,72,99,57,68,100
Aniket Tiwari,MECH,1,32,45,39,6,44,22,33,8,30,41,27,14,2,2,9,18
